,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours
88371,YhY4y8RvdxLaDoG2MgQwcQ,Carriage House of New Hope,8 E Mechanic St,New Hope,CA,18938,40.3618543,-74.9500691,4.5,12,1,"{'RestaurantsPriceRange2': '4', 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True'}","Hotels & Travel, Hotels, Event Planning & Services, Bed & Breakfast, Vacation Rentals, Guest Houses","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
88789,9aImekqGnpxl1HIhzBrd7Q,Suncoast Watersports,5300 Gulf Blvd,Saint Pete Beach,CA,33705,27.7270163969,-82.7431447411,4.5,47,1,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'ByAppointmentOnly': 'False', 'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'False'}","Active Life, Jet Skis, Hotels & Travel, Tours, Boating, Boat Tours, Parasailing, Snorkeling, Event Planning & Services, Rafting/Kayaking, Boat Charters","{'Monday': '9:0-18:0', 'Tuesday': '9:0-18:0', 'Wednesday': '9:0-18:0', 'Thursday': '9:0-18:0', 'Friday': '9:0-18:0', 'Saturday': '9:0-18:0', 'Sunday': '9:0-18:0'}"
90365,YCQ7T0IIggvI2Ed2q0PhvA,Checker Cab Philly,2301 Church St,Philadelphia,CA,19124,40.0056684,-75.082377,1.0,8,1,,"Hotels & Travel, Transportation, Local Flavor, Automotive, Local Services, Taxis",
91378,mxbnb3UCKZQvWri3TGgogQ,Thrifty Rent A Car,4174 Cypress Rd,SAINT LOUIS AP,CA,63074,38.737172,-90.387736,2.0,117,1,,"Hotels & Travel, Car Rental","{'Monday': '5:0-23:0', 'Tuesday': '5:0-23:0', 'Wednesday': '5:0-23:0', 'Thursday': '5:0-23:0', 'Friday': '5:0-23:0', 'Saturday': '6:0-21:0', 'Sunday': '6:0-23:0'}"
91540,uQWhejZCTCeJheRXOAU8ig,Red Hawk Golf and Resort,6600 N Wingfield Pkwy,Sparks,CA,89436,39.6131689311,-119.6877720353,3.5,67,1,"{'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BikeParking': 'True', 'GoodForKids': 'True', 'RestaurantsPriceRange2': '2', 'WheelchairAccessible': 'True', 'ByAppointmentOnly': 'False', 'WiFi': ""u'free'"", 'DogsAllowed': 'False'}","Hotels & Travel, Event Planning & Services, Resorts, Hotels, Country Clubs, Sports Clubs, Active Life, Arts & Entertainment, Golf","{'Monday': '8:0-20:0', 'Tuesday': '8:0-20:0', 'Wednesday': '8:0-20:0', 'Thursday': '8:0-20:0', 'Friday': '8:0-20:0', 'Saturday': '8:0-20:0', 'Sunday': '8:0-20:0'}"
92272,Z9ra0PkKNznX3SjKvHtoDg,Aloft Hotels - Cortex,4245 Duncan Ave,St. Louis,CA,63110,38.6354074908,-90.2518936247,3.0,18,1,,"Hotels & Travel, Hotels, Event Planning & Services",
93267,UjOq8dBVNv9weHrVDqm3kQ,Hotel Milo Santa Barbara,202 W Cabrillo Blvd,Santa Barbara,CA,93101,34.4104385376,-119.6920394897,3.0,825,1,"{'RestaurantsPriceRange2': '3', 'BusinessAcceptsBitcoin': 'False', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'DogsAllowed': 'True'}","Hotels, Event Planning & Services, Hotels & Travel","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
93762,bKtYoWxtlHaqP6KN65HWcA,River City Casino & Hotel,777 River City Casino Blvd,St. Louis,CA,63125,38.5324476303,-90.2636504173,3.0,156,1,"{'RestaurantsReservations': 'False', 'Alcohol': ""u'full_bar'"", 'RestaurantsPriceRange2': '2', 'GoodForKids': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'WiFi': ""'free'"", 'HasTV': 'True', 'OutdoorSeating': 'True', 'WheelchairAccessible': 'True', 'BikeParking': 'True', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': True, 'thursday': True, 'sunday': False, 'saturday': False}"", 'HappyHour': 'True', 'Ambience': ""{'touristy': True, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': True, 'valet': True}"", 'Smoking': ""u'yes'"", 'NoiseLevel': ""'average'"", 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': True, 'video': False, 'karaoke': False}""}","Event Planning & Services, Local Flavor, Nightlife, Hotels & Travel, Casinos, Hotels, Restaurants, Social Clubs, Arts & Entertainment","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
94508,QM6ydur0eyQxrrUYF__XMQ,Holiday Inn Express & Suites Philadelphia - Mt. Laurel,6000 Crawford Pl,Mount Laurel,CA,08054,39.9151461,-74.9477746,3.5,12,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'""}","Hotels & Travel, Event Planning & Services, Hotels, Venues & Event Spaces","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
94979,EYra7eaplsf9XVdOghcfwQ,Best Western Plus Pontoon Beach,4 Regency Pkwy,Pontoon Beach,CA,62040,38.7459511,-90.0731275,3.0,12,1,"{'RestaurantsPriceRange2': '2', 'WiFi': ""'free'"", 'BusinessAcceptsCreditCards': 'True'}","Event Planning & Services, Hotels, Hotels & Travel","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
95297,Z6hqjf076rZHcfKQRMKUmg,Kimpton Aertson Hotel,2021 Broadway,Nashville,CA,37203,36.1486415119,-86.798840813,3.5,83,1,"{'DogsAllowed': 'True', 'WheelchairAccessible': 'True', 'RestaurantsPriceRange2': '3', 'WiFi': ""'free'"", 'BusinessAcceptsCreditCards': 'True'}","Venues & Event Spaces, Hotels, Event Planning & Services, Hotels & Travel","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
95592,bz0MIlLjDMsnlGdeD5Ohcg,Hertz Rent A Car,13150 I-10 Service Rd,New Orleans,CA,70128,30.053792,-89.947102,2.0,6,1,,"Hotels & Travel, Car Rental","{'Monday': '8:0-17:0', 'Tuesday': '8:0-17:0', 'Wednesday': '8:0-17:0', 'Thursday': '8:0-17:0', 'Friday': '8:0-17:0'}"
95899,sMONhdaJjNGy97fypPcGxw,Metterra Hotel On Whyte,10454-82 Avenue NW,Edmonton,CA,T6E 4Z7,53.5181865,-113.499732,4.0,32,1,"{'RestaurantsPriceRange2': '3', 'WiFi': ""u'free'""}","Hotels & Travel, Hotels, Event Planning & Services","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
96269,bcsPvOn4fVE_0SvRjIP1lw,MetroLink Lambert Airport Terminal 2 Station,10101 Lambert International Blvd,St. Louis,CA,63145,38.7358844,-90.3556325,3.5,10,1,,"Train Stations, Hotels & Travel, Public Transportation, Transportation",
96422,E-_Hnb6cyV01sX6UuF_ljw,Tampa Fishing Charters,401 Channelside Walk Way,Tampa,CA,33602,27.9400711,-82.4512827,5.0,10,1,"{'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'True'}","Active Life, Tours, Hotels & Travel, Boating, Boat Tours, Event Planning & Services, Fishing, Boat Charters","{'Monday': '7:0-18:0', 'Tuesday': '7:0-18:0', 'Wednesday': '7:0-18:0', 'Thursday': '7:0-18:0', 'Friday': '7:0-18:0', 'Saturday': '7:0-18:0', 'Sunday': '7:0-18:0'}"
97720,fGUNmpB-Z3Tx51DM93eaBQ,Whitney Peak Hotel,255 N Virginia St,Reno,CA,89501,39.527929,-119.8141447,3.5,431,1,"{'RestaurantsPriceRange2': '2', 'WiFi': ""'free'"", 'BusinessAcceptsCreditCards': 'True', 'BusinessAcceptsBitcoin': 'False', 'OutdoorSeating': 'False', 'HasTV': 'True', 'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': True, 'valet': True}"", 'GoodForKids': 'True', 'Alcohol': ""u'full_bar'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'DogsAllowed': 'True'}","Climbing, Nightlife, Arts & Entertainment, Hotels & Travel, Active Life, Hotels, Event Planning & Services, Music Venues","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
98299,sBcKVeZEHiG9JAxCiGvd2g,Taste of the Comstock,86 S C St,Virginia City,CA,89440,39.3096489,-119.6500556,4.0,14,1,{'GoodForKids': 'True'},"Food Tours, Arts & Entertainment, Tours, Festivals, Hotels & Travel",{'Saturday': '11:0-16:0'}
98305,-12_gQ7NRcMWSRs97mRQdw,Days Inn by Wyndham Gretna New Orleans,100 Westbank Expressway,Gretna,CA,70053,29.9108813,-90.051566,1.5,28,1,"{'RestaurantsPriceRange2': '4', 'WiFi': ""u'no'"", 'BusinessAcceptsCreditCards': 'True'}","Hotels & Travel, Hotels, Event Planning & Services",
98851,iARJl2iEiRah0mcLlglpHQ,Megabus,1211 N Marion St,Tampa,CA,33602,27.9551794,-82.4584146,2.5,19,1,,"Transportation, Hotels & Travel, Public Transportation",
99141,T2vdL8Pil8Tzyo4qjbwuDA,Quality Inn Plainfield - Indianapolis West,6105 Cambridge Way,Plainfield,CA,46168,39.674121,-86.367695,2.0,11,1,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""'free'"", 'RestaurantsPriceRange2': '2'}","Event Planning & Services, Hotels & Travel, Hotels","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
99292,Vrr4gTUhWJqsXpa5gwFCJw,Delaware Limo,,Wilmington,CA,19805,39.7472496,-75.5917092,3.5,8,1,"{'WiFi': ""u'free'""}","Hotels & Travel, Party Bus Rentals, Event Planning & Services, Limos, Transportation, Airport Shuttles, Taxis","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
99484,KxxHb9EaLFuk9qy_BAAOcQ,"Homewood Suites by Hilton Nashville Vanderbilt, TN",2400 W End Ave,Nashville,CA,37203,36.1480439,-86.8068744,4.0,101,1,"{'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True'}","Event Planning & Services, Hotels, Hotels & Travel","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
100850,YbBvjjkav-Wnhi9V4cFsvg,Quality Inn Near Reno-Sparks Convention Center,1885 S. Virginia Street,Reno,CA,89502,39.506311,-119.8043,3.0,31,0,"{'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True'}","Hotels, Event Planning & Services, Hotels & Travel","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
101159,Kyr2D8DqnzlJubnNp8poSw,Holiday Inn Express & Suites Spring Hill,"3528 Commercial Way US 19, Us 19",Spring Hill,CA,34606,28.4835071,-82.6054099,2.5,24,1,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'BusinessAcceptsBitcoin': 'False', 'WheelchairAccessible': 'True', 'DogsAllowed': 'False'}","Hotels, Venues & Event Spaces, Hotels & Travel, Event Planning & Services","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
101468,AGtZA_0tR0erViKGTCGtQg,Celebration Cruises,237 Stearns Wharf,Santa Barbara,CA,93101,34.4086834,-119.6850043,4.5,297,1,"{'GoodForKids': 'True', 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': True}"", 'BusinessAcceptsBitcoin': 'False', 'DogsAllowed': 'False', 'WheelchairAccessible': 'False', 'ByAppointmentOnly': 'True', 'WiFi': ""u'no'""}","Boating, Bars, Hotels & Travel, Boat Charters, Whale Watching Tours, Tours, Event Planning & Services, Nightlife, Active Life","{'Monday': '0:0-0:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0', 'Saturday': '9:0-17:0', 'Sunday': '9:0-17:0'}"
102141,oNOeJyXy35y2Rmu8F8pW0w,Yellow Cab,8125 Frankford Ave,Philadelphia,CA,19136,40.0425931,-75.0245184,2.0,5,1,,"Transportation, Taxis, Hotels & Travel, Limos",
103024,z41OkHM-u9wsd_ZUti2VUw,Best Western Airport Inn,2660 Airport Way,Boise,CA,83705,43.5698391,-116.2140978,3.5,10,0,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'WiFi': ""'free'""}","Hotels, Event Planning & Services, Hotels & Travel","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
103408,ATzv3wgKWAz94WM1K79EUQ,Doubletree Hotel Boise Riverside,2900 W Chinden Blvd,Garden City,CA,83714,43.6214531,-116.234725,2.5,13,0,"{'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True'}","Hotels, Event Planning & Services, Hotels & Travel",
105922,arENZ7RTwqOmY3SrcUGExg,Snow Valley,119 Street off Whitemud Freeway,Edmonton,CA,T6R 2V4,53.484043,-113.558711,4.0,13,1,"{'GoodForKids': 'True', 'BikeParking': 'True', 'ByAppointmentOnly': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'WiFi': ""u'no'"", 'DogsAllowed': 'False', 'WheelchairAccessible': 'True'}","Ski Resorts, Event Planning & Services, Skiing, Active Life, Hotels & Travel, Wedding Planning, Venues & Event Spaces","{'Monday': '9:0-21:0', 'Tuesday': '9:0-21:0', 'Wednesday': '9:0-21:0', 'Thursday': '9:0-21:0', 'Friday': '9:0-21:0', 'Saturday': '9:0-17:0', 'Sunday': '9:0-17:0'}"
106220,qeJ7HUUo-Cg75fxDV2dDbA,Allegiant Air,14700 Terminal Blvd,Clearwater,CA,33762,27.9052190108,-82.6923751831,2.0,118,1,,"Hotels & Travel, Airlines, Transportation",
106792,vwDMPGnE9eVQni4zQ-P4-A,Xtreme Limousine,"2775 E Ganley Rd, Ste 103",Tucson,CA,85756,32.1399649,-110.9305922,4.5,15,1,{'BusinessAcceptsCreditCards': 'False'},"Transportation, Airport Shuttles, Party Bus Rentals, Hotels & Travel, Event Planning & Services, Limos","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
107154,FMDe0D6IYvOI7d-Bi9Tvvg,SureStay Plus Hotel By Best Western Brandywine Valley,1807 Concord Pike,Wilmington,CA,19803,39.7869869681,-75.5448376,2.5,31,1,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2'}","Event Planning & Services, Hotels, Hotels & Travel","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
107797,woutLoZlabf_dwSrY70ksA,U-Save Car & Truck Rental,758 N Easton Rd,Glenside,CA,19038,40.1141946,-75.1406259,3.5,5,1,{'BusinessAcceptsCreditCards': 'True'},"Car Rental, Hotels & Travel, Truck Rental, Automotive",
108187,wwhfuFiuDxUDYuJYVOpz-Q,Americas Best Value Inn St. Louis South,6602 South Lindbergh Boulevard,St. Louis,CA,63123,38.5101657832,-90.3378242254,2.0,15,1,"{'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'WheelchairAccessible': 'True'}","Hotels, Event Planning & Services, Hotels & Travel","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
108219,IpA_AqlvRfWL9IH-WRSLcw,Los Prietos Campground,5050 Paradise Rd,Santa Barbara,CA,93105,34.5399483,-119.8489789,3.0,48,1,,"Campgrounds, Hotels & Travel",
108509,wPuoQJPbrEQyBt9K73JiQQ,Hillsborough Area Regional Transit,1201 E 7th Ave,Tampa,CA,33605,27.9701763931,-82.4098824255,2.5,13,1,,"Hotels & Travel, Public Transportation, Transportation","{'Monday': '6:0-20:0', 'Tuesday': '6:0-20:0', 'Wednesday': '6:0-20:0', 'Thursday': '6:0-20:0', 'Friday': '6:0-20:0', 'Saturday': '8:0-17:0', 'Sunday': '8:0-17:0'}"
108905,5RE9RlThDCY_SoGSJZRE2w,Thrifty Car Rental,600 Rental Blvd,NEW ORLEANS AP,CA,70062,29.9854365484,-90.2570553331,1.5,54,1,,"Hotels & Travel, Car Rental","{'Monday': '4:0-0:0', 'Tuesday': '4:0-0:0', 'Wednesday': '4:0-0:0', 'Thursday': '4:0-0:0', 'Friday': '4:0-0:0', 'Saturday': '4:0-0:0', 'Sunday': '4:0-0:0'}"
108994,IYmnc4LXB6QZrVuGmETM2w,Nashville North KOA,1200 Louisville Hwy,Goodlettsville,CA,37072,36.3729656,-86.7094986,4.0,15,1,"{'WiFi': ""u'free'""}","RV Parks, Local Services, Campgrounds, Active Life, Propane, Venues & Event Spaces, Hotels & Travel, Hiking, Event Planning & Services","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
109061,qafbfRCEynr5k8vRfWuLyQ,E-Z Rent A Car,5012 W Laurel St,Tampa,CA,33607,27.9555807,-82.5291874,2.0,105,1,,"Automotive, Car Rental, Hotels & Travel","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
109237,4E8Ns9fGoetEhaqlNkcq9A,Treasure Island Boat Rentals,11025 Gulf Blvd,Treasure Island,CA,33706,27.7710891,-82.7708552,3.5,35,1,"{'ByAppointmentOnly': 'False', 'WiFi': ""u'no'"", 'GoodForKids': 'True', 'BikeParking': 'True', 'WheelchairAccessible': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '3', 'BusinessAcceptsCreditCards': 'True'}","Hotels & Travel, Tours, Boat Tours, Boating, Active Life","{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0', 'Saturday': '9:0-17:0', 'Sunday': '9:0-17:0'}"
109633,PXmjnpt34IsHQQiC5diLTQ,Marriott St. Louis West,660 Maryville Centre Drive,St. Louis,CA,63141,38.642584387,-90.4980969429,3.0,74,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'WiFi': ""'free'"", 'DogsAllowed': 'False', 'BusinessAcceptsBitcoin': 'False', 'WheelchairAccessible': 'True'}","Event Planning & Services, Hotels, Venues & Event Spaces, Hotels & Travel","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
109712,bk5ZKusfuzlar9z9JbHlIA,Fairfield Inn & Suites by Marriott Indianapolis Downtown,501 W Washington Street,Indianapolis,CA,46204,39.766799,-86.1682613,3.5,47,1,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2', 'DogsAllowed': 'False', 'BusinessAcceptsBitcoin': 'False'}","Hotels & Travel, Hotels, Event Planning & Services","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
110467,vOzoWhLhsGyyR8DSvU3nNA,Parker-Spruce Hotel,261 S 13th St,Philadelphia,CA,19107,39.9469753,-75.1624159,2.0,5,0,"{'RestaurantsPriceRange2': '1', 'WiFi': ""u'no'"", 'BusinessAcceptsCreditCards': 'True'}","Hotels & Travel, Event Planning & Services, Hotels",
111922,-jXAkQIdZWq6i1Wwv8z1UQ,Rose Garden Inn,3643 State St,Santa Barbara,CA,93105,34.4400491,-119.7419479,1.5,89,1,"{'RestaurantsPriceRange2': '3', 'WiFi': ""'free'"", 'BusinessAcceptsCreditCards': 'True'}","Hotels, Event Planning & Services, Hotels & Travel","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
112102,0BDdMJs-XYEbtrp4qm4JdQ,Stay Alfred at 505,505 Church Street,Nashville,CA,37219,36.162785,-86.7804,2.0,37,0,"{'WiFi': ""u'free'""}","Vacation Rentals, Hotels & Travel","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
113079,hXENwSCtd8pdBrnN8XkXyA,Renaissance St. Louis Airport Hotel,9801 Natural Bridge Rd,St. Louis,CA,63134,38.73212,-90.346234,3.0,163,1,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'paid'"", 'RestaurantsPriceRange2': '2', 'BusinessAcceptsBitcoin': 'False', 'WheelchairAccessible': 'True', 'DogsAllowed': 'False'}","Hotels, Hotels & Travel, Event Planning & Services, Venues & Event Spaces","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
114255,8GGpmSmCey7K6JP5eXJScg,Holiday Inn Express Tucson-Airport,2548 E Medina Rd,Tucson,CA,85756,32.1301141,-110.9332001,3.0,23,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'WiFi': ""'free'"", 'DogsAllowed': 'True'}","Hotels & Travel, Event Planning & Services, Venues & Event Spaces, Hotels","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
114304,J6u-FuzWTNL4CHmGakeWwA,Luxe Limousines,7233 General Haig St,New Orleans,CA,70124,30.0198753,-90.0994126,4.0,11,1,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'no'"", 'BusinessAcceptsBitcoin': 'False'}","Hotels & Travel, Event Planning & Services, Airport Shuttles, Transportation, Limos, Travel Services, Party Bus Rentals","{'Monday': '8:0-21:0', 'Tuesday': '8:0-21:0', 'Wednesday': '8:0-21:0', 'Thursday': '8:0-21:0', 'Friday': '8:0-21:0', 'Saturday': '9:0-19:0', 'Sunday': '9:0-18:0'}"
114731,P-PBH28Ck3jaUY660VTuAw,Expresspark North Lot,1070 Tinicum Island Rd,Philadelphia,CA,19113,39.86492399,-75.27243441,4.0,88,0,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'no'""}","Parking, Automotive, Airport Shuttles, Hotels & Travel, Transportation","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
115759,hl0cZiAS3aEQGT4fzcISnA,Quality Inn,65 Geoffrey Drive,Newark,CA,19713,39.6864715769,-75.6522936356,2.0,35,1,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2'}","Hotels & Travel, Hotels, Event Planning & Services","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
116506,wynKaoaiSAxf9zO8dJOVbw,Courtyard by Marriott Nashville Goodlettsville,865 Conference Drive,Goodlettsville,CA,37072,36.3199177793,-86.7003421177,4.0,37,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'DogsAllowed': 'False', 'WiFi': ""u'free'"", 'BusinessAcceptsBitcoin': 'False', 'WheelchairAccessible': 'True'}","Event Planning & Services, Hotels, Venues & Event Spaces, Hotels & Travel","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
