,Unnamed: 0.1,Unnamed: 0,user_id,business_id,text,date,compliment_count,feeling
285,285,311039,Gnv7iiYGKzDYUNQRHocHQw,Mb967pEMu4d1iimJhkdtWg,Must see christmas light spectacle.,2012-12-15 01:00:13,0,Positive
286,286,311207,ZFz6SSbTwlC_480G-dt7oQ,2dPiEMXII3wF4uNCeWDEpg,"Single room was small with very small bathroom. But there was a decent sized fridge and a small microwave! Service was excellent! Very nice helpful staff. Room was clean and bed was very comfy.  Older building so we could hear everything out in the hallway. If noise is an issue for you, I'd ask for a room in a quiet area (ours was close to elevator).",2013-04-08 20:10:29,0,Positive
287,287,313811,0iq45WV_h_j8SXjR4ytcJg,oVr68YLI0PMSkEc_SHMkFA,Exceptional stay!!!,2015-07-31 04:51:28,0,Positive
288,288,313937,ZoJ6dqkT0rz7JCRUylC39A,hXENwSCtd8pdBrnN8XkXyA,Very nice hotel,2011-11-18 06:28:05,0,Positive
289,289,314487,w-w-k-QXosIKQ8HQVwU6IQ,hXENwSCtd8pdBrnN8XkXyA,Self parking is $10 per day.  Internet access also requires a fee.,2012-10-03 04:25:23,0,Neutral
290,290,315328,nT-sNbcZDDo_9cWBPQSMQA,KxxHb9EaLFuk9qy_BAAOcQ,Shuttle service to downtown is a great amenity!,2013-12-06 03:46:49,0,Positive
291,291,316063,ng8lcZq--G_h9Tt3NuSeIg,tH10ZuH28GrccqTZ6TTl7A,"I enjoy carnival cruises-- the staff can be a tad friendlier-- they seem to be ""over"" the vacationers but its still great!",2013-09-12 21:49:24,0,Positive
292,292,316169,AVMGbV6GR7W4Hxt52R3-tQ,p6H295aQCbDJ80GcpqFvwA,So far so awesome.  Free snacks and chilled water stations on each floor!,2018-08-24 19:45:45,0,Positive
293,293,319685,qCgrUNeY7txXvn0eRCoCzw,_E0WPHfJEYmwOUCAj-Jq1A,Sports deli yum Mmm,2011-08-02 00:38:02,0,Neutral
294,294,319837,VL12EhEdT4OWqGq0nIqkzw,OE3ZfpTIi1HhueAQB_cPAA,Oscar kicks ass in the kitchen at the Boca Sands Grille.,2018-04-22 14:58:10,0,Neutral
295,295,320262,HQG3no8C5U31z-k1MaYCqQ,oVr68YLI0PMSkEc_SHMkFA,Tea.  It's pretty awesome.,2011-08-27 18:13:05,0,Positive
296,296,321180,9Lv9Ao3xSWgdLCey6m5nYA,fGUNmpB-Z3Tx51DM93eaBQ,Ports that are connected to the TV. Bring your own hdmi cord and hook up your computer!,2015-04-11 01:37:21,0,Positive
297,297,323080,9MRfuWJKq1FM3nfs4be7NQ,tH10ZuH28GrccqTZ6TTl7A,"Average, poor service, poor organization on the paradise ship.  I still like Royal Caribbean the best.",2015-02-02 15:12:37,0,Positive
298,298,323296,cJ7EsBomKWzKFLjauxeC_g,-rpI6XyHt76wV5g-mgibTg,Scoop!,2011-04-02 02:29:16,0,Neutral
299,299,323386,ZEDNmRL44RIe05yCK89dcA,1aj1hnqPt3rqoB8tVRHLEA,"Sweet rotaing bar downstairs. Nice rooms. Great service. Close to bourbon st,",2011-04-06 05:25:18,0,Positive
300,300,323885,tQTm4YmmEUdYpYUHCkcx5g,skWRxQU2LwbYQK0Dl_FqYw,Nicely appointed. Plenty of good food choices around,2014-04-15 00:11:01,0,Positive
301,301,324316,_kqQ9gxPkpDHqOiFtchhGQ,-rpI6XyHt76wV5g-mgibTg,"Holy mother of funk & bloody carpet, Batman!! This place is f'ing scary! Haz-mat suits are an absolute necessity here.",2012-03-21 21:03:54,0,Negative
302,302,324447,8JaJl5ZRMT4o2q10DVIZGg,ZL0Iyn8hlTHDz70-IPFBAQ,The Yat Pack on thursdays!,2012-07-20 01:33:32,0,Neutral
303,303,324749,w-w-k-QXosIKQ8HQVwU6IQ,wynKaoaiSAxf9zO8dJOVbw,Pool is indoors.,2014-01-18 16:43:18,0,Neutral
304,304,325015,e67fm29pOiQUcPSltCAHVA,sH7cZAjbzvrpiTudvwluHg,Proceeds benefit BiG CAT Rescue!,2016-10-30 04:15:56,0,Neutral
305,305,326632,oQtAaEjR2lGPDC8YE-Kvhg,2dPiEMXII3wF4uNCeWDEpg,"Free breakfast, Internet, & parking.",2012-06-10 14:37:42,0,Positive
306,306,327878,Ye-9S8f2dt41UBfy4lXffA,k1EL0UvRYao_La9zdeUfJw,Long-term airport parking only $8/day!,2010-11-15 04:41:40,0,Neutral
307,307,328804,2fN8mN7uUjOw-QqtcgYqXQ,hXENwSCtd8pdBrnN8XkXyA,Parking for $10/day,2011-07-02 00:56:03,0,Neutral
308,308,329016,KkmADj2xPhJL6DbZRVQcLQ,DuYEsU_O35JMvLSDTMl_Tw,No guest accessible self serve laundry services.,2013-09-04 05:14:42,0,Positive
309,309,330859,zBWFmxjeo65DTKesTqQnZg,1aj1hnqPt3rqoB8tVRHLEA,Staying at the Monteleone,2013-05-12 00:13:32,0,Neutral
310,310,333588,5v2i1lqsqGxQv8XV94Uclg,k1EL0UvRYao_La9zdeUfJw,We called 20 mins ahead to ask if we could have an earlier check in then 3pm and they said it wouldn't be a problem and it will be ready! Super awesome and unexpected since it's 10am! Yay!,2015-02-01 15:59:05,0,Positive
311,311,334288,VuAFIOqq49PeQ2eJKDj0Ew,rhqyJ9sN-lb2JblkVFe13A,Robert Ho is the best driving instructor ever! Never thought learning how to drive again can be so much of a laughter yet very informative. :),2014-11-22 01:40:12,0,Positive
312,312,335099,fwCUNnBrGCMr9dOrM45J5w,jxbhi7rEQIjh4uSRunZQVA,Always a pleasure to stay here. Clean and Friendly.,2013-11-02 11:09:10,0,Positive
313,313,335399,zkTqDt3Ja-mPNdnxllasyQ,ZL0Iyn8hlTHDz70-IPFBAQ,Great Live Music on fridays,2013-03-16 21:32:48,0,Positive
314,314,336183,UlAj4OcjByvA2kLGEMpCLw,-rpI6XyHt76wV5g-mgibTg,"They will tell you the elevator is broken and won't be fixed for a few days, this is a lie. Based on all the other reviews and my own experience, this is just what they tell people, they have no intentions on fixing the elevators.",2016-04-08 13:21:09,0,Negative
315,315,337758,A1wbOetCB-E6Om4WuLJS4Q,bL1qAhdZX9a2-jbg10ccBg,"Super place to stay!  Clean comfey rooms, with great views.  Also, they serve a great breakfast...",2014-03-16 15:34:37,0,Positive
316,316,338230,cspCe4wuZO_Viom3jqYYig,OE3ZfpTIi1HhueAQB_cPAA,4 days later and still no call from management. Disgusted.,2014-10-31 19:07:31,0,Negative
317,317,340610,7dnh9OrD8LekBwvachGH5Q,yi9udL5fcmBjwcBcygv51Q,Nice small mall with nothing in it.,2014-07-05 20:54:03,0,Positive
318,318,340986,w-w-k-QXosIKQ8HQVwU6IQ,o9Gru-QFoxGK26FSWRCLXA,Small selection of vehicles in their executive aisle though the few cars they have are new and nice.,2013-04-20 23:48:17,0,Positive
319,319,342329,uVDJlnPJNx07_jDqI4jgYA,fla7uhSa82DyFTMxiO53ng,"I assumed these were for the noise from Bourbon Street - but we were at the back of the hotel. Now midnight and discovered why we need them!! The walls are so thin we can hear every snore from the guy in the room next door. OMG 3 more nights of this for $1,000. Jeez......",2018-10-24 05:28:08,0,Positive
320,320,344921,nT-sNbcZDDo_9cWBPQSMQA,KxxHb9EaLFuk9qy_BAAOcQ,"Ask for 7th (top) floor,  even numbered room so you don't face the street.",2013-12-13 05:57:52,0,Positive
321,321,345079,kQX4IZc95PkbkMcS9UbYOQ,rZ2Uygsn6vmnUIAaN_DIzQ,3 hours of free valet parking when you dine here!! No parking stress to accompany your fancy dinner.,2017-07-28 21:24:22,0,Positive
322,322,345721,lP_cx94U8stOuQ8HrGecdQ,LnN94-sJc8U6shh_i0oclw,Train rides!,2012-07-29 19:33:56,0,Neutral
323,323,346100,0ShrIFzIDdpPXxtEXjV8UQ,VO368SHTB5QnlLocvU1LEQ,Valet service is wonderful. Appreciate the warm cozy car!,2013-09-30 03:42:08,0,Positive
324,324,347261,BnBQ0UU9uSiI_0cbCZ4lsw,oVr68YLI0PMSkEc_SHMkFA,Cigar lunch   Cobb salad.,2012-06-28 17:34:46,0,Neutral
325,325,347415,4hW8VjD9nZVo_6j6c2QXQQ,mxbnb3UCKZQvWri3TGgogQ,This comes up looking for suitcase/ luggage repair. Not cool.,2012-05-29 14:23:04,0,Negative
326,326,349977,JW6oatjG0emUKzE6g664ew,1aj1hnqPt3rqoB8tVRHLEA,Free morning bloody for Tales.,2013-07-19 13:34:02,0,Negative
327,327,351090,dRvKAgf9a0DSKioJSv1p0Q,ZL0Iyn8hlTHDz70-IPFBAQ,Pricey drinks. Great atmosphere. Great service.,2015-10-12 01:32:29,0,Positive
328,328,352989,wM7G2F5HKi62yvO-HM51zQ,bKtYoWxtlHaqP6KN65HWcA,You might be broke if... you have to sneak booze in to a damn CASINO! lol Wtf? 0_o,2015-07-19 06:07:39,0,Positive
329,329,354835,k7K8fy80tHxg66ZSfj6z6Q,M3G7USDHXk--ZycO1Zjs1w,Don't sit in Dawn's section or she will ignore you,2015-06-18 16:00:59,0,Neutral
330,330,357310,TES0PPhg-9jaFj9v28M0cw,tH10ZuH28GrccqTZ6TTl7A,Off to the Caribbean!  Hoping for better weather where we are going!,2011-10-09 15:34:15,0,Positive
331,331,357508,0Igx-a1wAstiBDerGxXk2A,yi9udL5fcmBjwcBcygv51Q,Parking prices have increased dramatically since last year,2016-12-30 23:21:21,0,Neutral
332,332,358112,-y4O_E79Z6QwEI1p4OU_0w,oVr68YLI0PMSkEc_SHMkFA,Disappointing getting back to my room at 10pm and there were no turnover service. Why promise if you can't deliver?,2013-06-02 03:25:17,0,Negative
333,333,359164,GJv1yf_IhUZqpDjFr86DmA,yi9udL5fcmBjwcBcygv51Q,"Best parking garage. Relatively inexpensive, and you can walk to anything in the quarter.",2011-03-25 04:55:20,0,Positive
334,334,359208,V_lub39LKTKzGLS_asvSeg,1aj1hnqPt3rqoB8tVRHLEA,Tiny room. Great view of the Quarter,2014-01-02 23:42:57,0,Positive
335,335,362896,oxRYkMeqQ1n1NUKOb4F_Ug,DlU5bGy4imZ5JzZYoQkdSg,AJ and Mahone did an excellent job moving my furniture,2017-05-31 16:01:21,0,Positive
336,336,363336,OXlfFHsM15JYh_lvat2w2w,1aj1hnqPt3rqoB8tVRHLEA,Rooftop/Pool area has great views!,2017-08-12 21:02:34,1,Positive
337,337,363409,xTyC5Fr3z6SkPobLpG692g,6RmCKos_1EmLtg4oQXR9hw,"Zimmer ist absolut klasse, groß, mit Küche. Pool ist nicht so toll, Whirlpool gibt es z.B. leider nicht.",2013-09-17 00:40:27,0,Neutral
338,338,363737,Y_iTTjKvV5hLy-880SZzlA,jxbhi7rEQIjh4uSRunZQVA,Decent hotel that is a 10 min walk to the Gateway Arch,2014-06-04 05:50:56,0,Positive
339,339,367251,VcTxB8sX2n5ztfy9aIKb7g,1aj1hnqPt3rqoB8tVRHLEA,Pricy but very nice. Staff is very professional and helpful,2014-03-09 18:03:17,0,Positive
340,340,369345,lzZZ6gDW-oezEYTJgqr07A,1aj1hnqPt3rqoB8tVRHLEA,The hotel is always perfect!,2014-08-25 11:50:14,0,Positive
341,341,372194,gGedGQQBV07-qw7kBHUjGA,1aj1hnqPt3rqoB8tVRHLEA,"Just okay for the price you are paying.  Great location. Small bathrooms with very little countertop space.  Do not try fitting 4 folks in a double room or a tripping accident may occur.  Hunky, well built door man.  Old time charm.  Heated roof-top pool!",2013-10-28 23:53:57,0,Positive
342,342,373497,HxoG7pacr9HXdzZoix1Cpg,tH10ZuH28GrccqTZ6TTl7A,My room had dust all over it. Definitely not cleaned well.,2016-05-09 11:56:47,0,Neutral
343,343,374340,d4vqfqDzNFvYppXMPjJrow,hXENwSCtd8pdBrnN8XkXyA,"Still not impressed with this place - it looks great, but once you settle into your room you find that it isn't so great!",2014-02-26 03:49:35,0,Positive
344,344,376867,25nqzvPO_s0E8s0JCcnRZA,TZodoH7csDIwQ5EfWqqsJw,"Traffic nightmare, but we have arrived.",2011-01-31 23:49:44,0,Neutral
345,345,377963,EVHSSua7Oj_cL9DrPyYl-A,lynRxJIurnxYiaM-595Ngw,Brunch buffet and good bloody marys.,2011-03-27 16:19:02,0,Negative
346,346,381685,53x0KZ7Y_tKthuGSlH8m3w,DuYEsU_O35JMvLSDTMl_Tw,Our journey begins!,2011-04-08 12:06:00,0,Neutral
347,347,382492,GwkWzDZ7PU_9AYtugYCS9w,o9Gru-QFoxGK26FSWRCLXA,Terrible selection of cars. Worst I've ever seen anywhere.,2014-01-09 03:03:18,0,Negative
348,348,384010,fHS0bQ-l5rHME_xXKQSYXQ,1aj1hnqPt3rqoB8tVRHLEA,Supposedly haunted by friendly spirits,2012-04-23 23:51:14,0,Positive
349,349,384344,Tk_5PpYiESYyyO2xrffukQ,Mb967pEMu4d1iimJhkdtWg,Beautiful!,2012-12-14 00:18:18,0,Positive
350,350,385547,nR9klq6eOdBuA_cSZW3HqQ,vOTMHgrhjnKEn2Sy_oKExQ,"In the summer, Playtime Learning Academy has one of the best interactive summer camp programs.  Kids rotate through four indoor classrooms and three outdoor spaces for a variety of play and learning each day. Excursion options are available each week, too.",2011-06-12 12:42:14,0,Positive
351,351,386291,iIMs--XG4bKVI9V55ZUNbw,M3G7USDHXk--ZycO1Zjs1w,No wait if you sit at the bar. First come...first serve.,2015-02-26 14:15:23,0,Positive
352,352,388426,6ObFF8-uKnOAlXuSH4TlyQ,skWRxQU2LwbYQK0Dl_FqYw,Opening night party. Nothing revolutionary. Where's the class Tucson?,2013-04-06 05:49:10,0,Neutral
353,353,389381,voY_X_QsAqVTcKGeh5l68w,bk5ZKusfuzlar9z9JbHlIA,Rooms are small but clean and comfortable.,2012-08-13 17:13:10,0,Positive
354,354,389723,oZgrin0E04Jxfxlfc0JLog,wynKaoaiSAxf9zO8dJOVbw,Collectors Expo every 2nd Saturday of the month. 8-4 FREE admission and door prize drawings. WWW.CollectorsExpo.info,2011-07-09 13:29:58,0,Positive
355,355,390723,GXfrchFxdldoJXSEqUcdNw,PXmjnpt34IsHQQiC5diLTQ,Still ghetto as always.....cold shower :(,2012-03-21 00:51:48,0,Negative
356,356,391553,q_xQumE7SI1j90LjZiff2Q,yi9udL5fcmBjwcBcygv51Q,Worst food court in the history of food courts.,2017-01-07 18:58:30,0,Negative
357,357,394049,_2d0MXa2qntBOn7Rb6i5fA,rZ2Uygsn6vmnUIAaN_DIzQ,Dinner - highs and lows,2013-06-16 02:36:47,0,Neutral
358,358,394871,ZoJ6dqkT0rz7JCRUylC39A,hXENwSCtd8pdBrnN8XkXyA,Great customer service,2011-11-19 00:08:12,0,Positive
359,359,397120,Ye-9S8f2dt41UBfy4lXffA,yi9udL5fcmBjwcBcygv51Q,Nice but high end selections. Parking is discounted if you validate at the concierge.,2011-08-09 00:01:12,0,Positive
360,360,398465,tDU1xv80BsSaU-IUJSyYvQ,oVr68YLI0PMSkEc_SHMkFA,ecellence!!,2014-11-02 12:04:09,0,Neutral
361,361,398619,aJhKW-YPN7hjI4QNMgxfvQ,1aj1hnqPt3rqoB8tVRHLEA,Still loading On Tales of the Cocktail,2012-07-19 18:14:17,0,Neutral
362,362,399576,7qY2KOV-9OsvlT2qB6NgDA,hXENwSCtd8pdBrnN8XkXyA,Netflix and Hulu compatible TVs - #NetflixAndChill,2017-11-16 10:02:58,0,Neutral
363,363,400193,zakzg_jEg6m1GFtGnT0uoQ,p6H295aQCbDJ80GcpqFvwA,At one of the rooms that is behind their lobby.Pungent smell of trash and I swear it's a fruit fly in my room that has bitten me few times:(,2012-06-28 00:39:17,0,Negative
364,364,400399,lzZZ6gDW-oezEYTJgqr07A,1aj1hnqPt3rqoB8tVRHLEA,As alway the stay was perfect!,2015-08-24 11:37:40,0,Positive
365,365,401402,A41rulUxanw5uZu-e-r2Cg,SG9XqFtfX1jRolp9og5kBQ,You may ask for a room in an area with NO DOGS,2019-01-04 00:13:40,0,Neutral
366,366,403081,DQLIeWYj1YVQbxGDzw9Scw,1aj1hnqPt3rqoB8tVRHLEA,The carousel bar is the coolest thing ever!!!,2012-07-24 22:42:11,0,Neutral
367,367,403313,t4FU37PMnsDVhuCBsze2Pw,nhIffYn3kMRlHeClz0az1g,Santa Barbara to San Francisco for $55!,2012-01-21 18:35:15,0,Neutral
368,368,403605,JqYv-hbSn25oJfudXbm3WQ,ATzv3wgKWAz94WM1K79EUQ,"Done out, been fun boise but I'm comming home",2012-07-16 16:36:51,0,Positive
369,369,404662,QBXAIu1Vm-nKXUwBqZ5H7Q,nhIffYn3kMRlHeClz0az1g,On my way to LA!,2012-07-05 15:57:59,0,Neutral
370,370,405051,V_lub39LKTKzGLS_asvSeg,1aj1hnqPt3rqoB8tVRHLEA,Wishing we were back at the Renaissance Art hotel....,2014-01-04 04:11:36,0,Neutral
371,371,405410,ycYjiOwmWHnSveWg0iGTFA,uQWhejZCTCeJheRXOAU8ig,"This place has a pool, a gym, a golf course, a restaurant/bar, and nice people!!",2018-06-29 18:46:16,0,Positive
372,372,405647,qZo-HjH0OC_x9ZG4Dbp3cg,SQGjAZF6fQ3GTq4A6W3LBA,Inspect your room closely.,2016-04-10 19:26:06,0,Neutral
373,373,406832,97BHRNfBqubPqisKmj46Ww,_E0WPHfJEYmwOUCAj-Jq1A,"this place makes me wish i lived in sparks...well not really but appreciative of peppermills' sister.  i drank, smoked, gamed, cheered, jeered, abused and ate & slept w/her.  thanks for the fun weekend...see ya again!",2013-09-22 19:04:33,0,Positive
374,374,406989,VG-toQE2YcjDlmgvLni2ew,_E0WPHfJEYmwOUCAj-Jq1A,"Cool ""locals"" casino. Owned by Peppermill. Rather stingy comps system, however. I dropped around $300 there on tables & slots, earning 1 lousy comp. pt. Challenging parking siutation, even when they're not that busy.",2019-07-30 00:21:11,0,Positive
375,375,408341,-_Y8Mal7S750TsB6yMMDHA,-jlQofD5Qu3F4gpNHLsrOw,Definitely great during the sunset or early morning!,2015-05-03 16:26:55,0,Positive
376,376,408545,TTvG3k2IRLN5cbEAnUMRKw,OE3ZfpTIi1HhueAQB_cPAA,12 years ago today we got married here. Doesn't feel that long ago...,2012-08-26 14:03:53,0,Positive
377,377,411772,cJ7EsBomKWzKFLjauxeC_g,yi9udL5fcmBjwcBcygv51Q,Parking isn't that bad here $$$,2011-04-06 18:56:27,0,Negative
378,378,411814,KB-tA1Qok2qMW8QhkGsaQw,2o4GOsWEmcdwjgqnEw0w9A,"Bring a jacket, even in summer!",2013-07-13 22:49:17,0,Neutral
379,379,412568,2BYX1Y4l3UxiSK1ZoBiGgA,N6Xfj1KRqNR8FsOa8MH4aw,This place is disgusting stay away,2015-01-13 04:37:57,0,Negative
380,380,413056,fxeRdFmgY6tbTyidpcdFLw,oVr68YLI0PMSkEc_SHMkFA,Treating myself,2012-07-15 12:43:21,0,Neutral
381,381,413660,rNXyDJnsRLzXgZFbH7rtdg,-jXAkQIdZWq6i1Wwv8z1UQ,This place is now a homeless shelter. Be advised!,2021-09-15 17:40:03,0,Neutral
382,382,414007,ikWD8meznb14w9yNie3bwQ,I2Yt74AzSQFfyQqgN7PSEg,Corporste rates give you free Wifi,2017-05-06 21:19:46,0,Positive
383,383,414641,DK2suu_rRfV1jKWbgwj7XQ,1aj1hnqPt3rqoB8tVRHLEA,Rain rain go away,2011-09-01 16:41:34,0,Neutral
384,384,415193,m1AUK8tI19tUT_N3DMkyIQ,hl0cZiAS3aEQGT4fzcISnA,Free hot breakfast every morning!,2017-02-19 03:58:19,0,Positive
385,385,415809,tbI8YO0O51Mrm_yIiD9Ptw,nhIffYn3kMRlHeClz0az1g,Train is on time bye Santa Barbara Yelpers.,2015-12-17 17:28:56,0,Neutral
386,386,415883,0IdfzFwxhtQd0Trs5DWWSw,Z6hqjf076rZHcfKQRMKUmg,Hosted wine hour from 5-6pm! Bonus!,2018-10-20 05:08:16,0,Neutral
387,387,418009,lMY8NBPyzlPbbu-KBYfD9A,bcsPvOn4fVE_0SvRjIP1lw,Know before you go,2020-08-19 02:45:26,0,Neutral
388,388,418686,yS5QH2yYh5W60nakK8eiEA,UjOq8dBVNv9weHrVDqm3kQ,"Friendly, Clean and Easy Access to Everything.",2018-05-13 02:13:57,0,Positive
389,389,419598,h8l7bu1MW6V6I3KOaLbMzw,oVr68YLI0PMSkEc_SHMkFA,"Sushi chef in the cocktail lounge, evenings.",2010-09-24 00:45:46,0,Neutral
390,390,419935,DwaaafwryFbW7C4E1gU1AA,fGUNmpB-Z3Tx51DM93eaBQ,Save a little money this summer....,2018-05-17 15:52:39,0,Negative
391,391,420562,sraTrYU-7q_bQ0TxQrLJvQ,E-_Hnb6cyV01sX6UuF_ljw,"Hook 'em & Cook 'em! 
GET FISHING WITH Captain Oliver O'Riordan of Tampa Fishing Charters, Inc. Meeting at Tampa Downtown Waterside Marriot!
tampafishingcharters.com
813.245.4738

Cook 'em - Downtown Tampa Restaurants That Will Cook Your Catch
Café Dufrain, cafedufrain.com
CENA, cena-channelside.com
Malio's Prime Steakhouse, maliosprime.com
Spain Restaurant & Toma Bar, tomaspain.com",2018-12-17 23:13:56,0,Neutral
392,392,421714,oP_W33ZQojlrfbg1sKfeGQ,mxbnb3UCKZQvWri3TGgogQ,Gross cars,2012-05-10 16:53:53,0,Neutral
393,393,425048,DwaaafwryFbW7C4E1gU1AA,sBcKVeZEHiG9JAxCiGvd2g,Living social is offering tickets for 14.99.,2016-04-07 15:42:15,0,Positive
394,394,425196,HR5TCqAjP9rlM_n_BA0JfA,DlU5bGy4imZ5JzZYoQkdSg,"They do not take motor oil, paints etc.- look into an environmentally safe way to dispose of those things (they will separate them for you).",2016-08-17 15:37:08,0,Positive
395,395,428830,hLsXVZ4ammtb9ZrdwA_zTA,k1EL0UvRYao_La9zdeUfJw,"La Dolce Vita, celebrating Peggy's service anniversary with EJGH",2011-04-30 02:02:27,0,Neutral
396,396,429453,h5NBjXCuZ_MRceCPzt08Bg,jxbhi7rEQIjh4uSRunZQVA,Great view!!,2011-09-02 14:11:54,0,Positive
397,397,431326,accKpmCKtBNXp2Wr1NLUHQ,qeJ7HUUo-Cg75fxDV2dDbA,Our flight is an hour late. Don't you just love sitting in an airport?,2013-08-15 22:13:33,0,Positive
398,398,432459,cOnOp2Psl4v4VA7kYDOzXA,Iu7QerAvVSGN3Y1CcCm64g,Full Synthetic Oil Change is $69.99 ! The service counselor at the counter was extremely friendly.,2013-12-03 21:19:02,0,Positive
399,399,433149,OwZeHl7KfUfJT6xFqtAvuQ,UjOq8dBVNv9weHrVDqm3kQ,"Just checked in and room door doesn't open. Front desk said, ""oh yeah, it sticks, just use some force"". Hubby is now body slamming the door.",2011-10-23 01:05:50,0,Neutral
400,400,433521,2_iHyK-11zLs9tjA13Vdcw,1aj1hnqPt3rqoB8tVRHLEA,We had a drink at the revolving Carousel bar for a couple revolutions.,2012-05-24 13:56:47,0,Neutral
401,401,433910,9pBP0RUGWPOpXbYv5HuFGw,1aj1hnqPt3rqoB8tVRHLEA,"The swimming pool on the roof is unusual, funny, great... the fact that you can sip and alcoholic beverage by it... BETTER",2015-05-20 21:36:41,0,Positive
402,402,434649,YG2ge42_uNxJIVn9ezcDsg,2dPiEMXII3wF4uNCeWDEpg,Great location in trendy Clayton.,2017-12-16 16:03:17,0,Positive
403,403,434731,QOg1dKpQklyjWzel1LeNgQ,PXmjnpt34IsHQQiC5diLTQ,Check out the pictures and you'll see the neglect,2016-11-18 17:11:11,0,Neutral
404,404,435280,l3ro_UruNKYzZaUDLgkWyw,I2Yt74AzSQFfyQqgN7PSEg,Evening in the lounge with Tamera - seriously one of the best lounge managers/attendants ever!!!,2013-03-28 00:14:12,0,Positive
405,405,435299,xAcpRCVTW9bAyfBdjR8hag,SG9XqFtfX1jRolp9og5kBQ,"Room so so , breakfast options yuck  and gym equipment is awful",2016-12-23 13:15:42,0,Negative
406,406,435530,51MT2EldvR7fMTvU1MYxWg,uQWhejZCTCeJheRXOAU8ig,Beautiful day to be outdoors,2017-03-13 23:50:13,0,Positive
407,407,436006,tvFpp0WS0PGf-wjFn6shMg,1aj1hnqPt3rqoB8tVRHLEA,"The pool on the 16 floor is small, but there are plenty of chairs and lots of small mister fans.",2013-08-30 21:44:26,0,Negative
408,408,437841,HO4-64uz5xuSmjfhP8Doxw,w37sJQmXgGzRK6MCackIyw,Beautiful view.,2018-01-27 22:52:42,0,Positive
409,409,437966,Cw6IktVJ1LCTKC8N4DLXSA,-8f94QxhC2_BNjQ0AS8gPg,"The reason these people have that eternal now hiring sign is because they have Tucson's worst supervisory staff on board.  Seems as if Paul, Ben and Diane have been left to run amock and allowed to treat employees as they wish, they lack basic business etiquette, training and have 0 interpersonal skills.  Looking for very part-time and abusive  employment this would be your stop.  My suggestion is look elsewhere until they develop some basic people skils in sync with the 21st",2018-01-19 21:34:11,0,Negative
410,410,439218,Br-prG7_RtNwq8zlp7j3Ag,DlU5bGy4imZ5JzZYoQkdSg,AJ and Shaun were great. On time and on budget.  Very happy with the job they did.,2017-03-14 18:25:20,0,Positive
411,411,440396,TU5fR8YHkkyxPRaQ5ztMoQ,ZL0Iyn8hlTHDz70-IPFBAQ,"For a good laugh, order something from the top shelf to watch the short female bartenders sit on the bar in order to reach it.",2012-07-03 00:45:45,0,Positive
412,412,441231,l3ro_UruNKYzZaUDLgkWyw,I2Yt74AzSQFfyQqgN7PSEg,Has a parking garage with a walkway on the 3rd floor that leads to the second floor of the hotel,2013-03-04 23:59:05,0,Neutral
413,413,441553,NlOhuH8JdzzDe3MxWylDgw,bKtYoWxtlHaqP6KN65HWcA,Lobster macaroni & cheese a must have. Rich & cheesy yum yum!,2012-06-17 14:49:31,0,Negative
414,414,443815,t2MBvqhOQV3ug8iUFfivCw,hXENwSCtd8pdBrnN8XkXyA,Staff is super amazed me and I like how they take care of their rewards members.,2018-04-18 02:42:29,0,Positive
415,415,443910,9MF-l8xgyWN9dm2-r2mF9w,QBiNLoutKIgS6lzGks-50A,Great place to stay on the beach love it here,2015-02-09 12:26:59,0,Positive
416,416,444316,LbV9No4ZO8O5DEmgZvO19w,RZ1gi_Xa93bbx1y1tWIxMQ,This place is great!!! I will stay here again for sure.,2011-01-15 05:07:25,0,Positive
417,417,444614,syzY5EWRIbFX_MfaAslwuA,1aj1hnqPt3rqoB8tVRHLEA,Just for the location alone this hotel gets a ten. Book early.,2013-08-23 14:08:56,0,Positive
418,418,445305,aEns5SO7PYbHzhtzotRLIA,uQWhejZCTCeJheRXOAU8ig,"Quite the beautiful location, however I inquired four days ago about their wedding packages via email and never received a response or follow-up phone call. My ""submission was received"" apparently, according to their website. Lack of communication doesn't make a great first impression, especially when planning a large wedding. I was going to schedule a consultation, but we have made an appt. elsewhere.",2016-06-09 23:42:52,0,Positive
419,419,445535,9MF-l8xgyWN9dm2-r2mF9w,QBiNLoutKIgS6lzGks-50A,The Burgermeister says right on the beach with beach veiws in all the rooms,2015-01-23 02:56:17,0,Positive
420,420,445833,E4BsVQnG5zetbwv2x8QIWg,1aj1hnqPt3rqoB8tVRHLEA,"Annual Staycation: the BEST time to stay: room rates are about half price; coolinary meals, reciprocating museum admission; and kids are back in school!!!",2017-08-13 15:36:34,0,Positive
421,421,446065,cDUZ9SvQ_ZlQoeeXjURgaA,AGtZA_0tR0erViKGTCGtQg,"I would highly recommend taking the whale watching tour if you have guests coming into town, ours really enjoyed the experience and seeing all the sea life!",2017-03-30 22:01:43,0,Positive
422,422,447095,wNEJDkUOaA2zHRNXQvXhDw,Mrd6WoEcDpZVkmozj5DB4w,Don't stay here because the owners are mean,2014-01-31 05:37:35,0,Negative
423,423,448353,RC8gDRsgE47_SXm5tXPtXw,O5Qm_-zDQko0UVXH5Noejg,"Awful! Made reservation online. After 1 hour late and 2 calls to dispatch, the best they could say is ""we're really busy today"". #neveragain",2013-04-20 17:00:51,0,Negative
