name,address,latitude,longitude,category,gmap_id,description,avg_rating,num_of_reviews,price,hours,MISC,state,relative_results,url
Mister H,"Mister H, 9 Crosby St, New York, NY 10013",40.719825,-74.00007599999999,"Hotel, Bar, Lounge, Night club",0x89c259898f86c933:0xd2c096f7fd83ac5a,"Upscale, atmospheric nightspot in the Mondrian SoHo with red lights & 1930s Chinese decor.",3.8,8,,,{},,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c259898f86c933:0xd2c096f7fd83ac5a?authuser=-1&hl=en&gl=us
Aya's Loft,"Aya's Loft, 302 E 45th St, New York, NY 10017",40.7514055,-73.9705256,Hotel,0x89c2591d2ff50001:0xdc91fae13215e796,,2.3,4,,,{},,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c2591d2ff50001:0xdc91fae13215e796?authuser=-1&hl=en&gl=us
Deep Well Motel,"Deep Well Motel, 3905 Waverly Rd, Owego, NY 13827",42.097295,-76.287369,"Hotel, Inn, Motel",0x89da99e9e051c4e3:0xd5ca208984377d30,,2.8,33,,,{},,"['0x89da99b88dd9cdef:0x7256a887d1f3410c', '0x89da970203b94d77:0x2f7e11e579099451', '0x89daec5dfdba7c99:0x6393b4c1e206768a', '0x89da9724e6d89989:0xa50f62401ec8448f']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x89da99e9e051c4e3:0xd5ca208984377d30?authuser=-1&hl=en&gl=us
D And D Hotel,"D And D Hotel, 4455 Lakeshore Dr, Canandaigua, NY 14424",42.8719076,-77.24992979999999,Hotel,0x89d126e5c8ff9223:0x2f835f85e9377f82,,3.6,18,,,{},,"['0x89d126e5c3c6c4db:0x274dd88471bdfb86', '0x89d127198c301b73:0x4f2e6e5a03416f3', '0x89d1271bfa10dc7b:0xc4131c762a1339a2', '0x89d1276c0de340e3:0x3a5e48dfc2af391c']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x89d126e5c8ff9223:0x2f835f85e9377f82?authuser=-1&hl=en&gl=us
Knickerbocker Yacht Hotel,"Knickerbocker Yacht Hotel, 433 Main St, Port Washington, NY 11050",40.828952,-73.70263899999999,Hotel,0x89c2892a10012dd5:0x7123ae4f518ad0b8,"Unfussy rooms with bay views in a casual waterfront hotel offering a lobby bar, a terrace & a pier.",4.7,47,,,{},,"['0x89c28620b0c0aa53:0x452444f2f7d51e36', '0x89c288a1c78bb60d:0xea3c4e76a663a034', '0x89c2899811691235:0xc370a8eda372c006', '0x89c2853f41f0b1cf:0x58d3b7e4a47f5708', '0x89c28997385d9d5d:0x320b82b473cead14']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c2892a10012dd5:0x7123ae4f518ad0b8?authuser=-1&hl=en&gl=us
Hacienda Primavera LLC- USA,"Hacienda Primavera LLC- USA, 120 S Mount Airy Rd, Croton-On-Hudson, NY 10520",41.2216183,-73.87597269999999,"Travel agency, Hotel",0x89c2c7056bbd5321:0xe44078857ebab217,,4.0,1,,,{},,"['0x89c2c3d7214db699:0x618324ed7f7d80f5', '0x89c2e7997e1866d1:0x24924b73d5fd724e', '0x89c2c7a71e1b4d1d:0x6f2f5ded4e805eef', '0x89e7f69f7002cdeb:0xaf7a028ec39812ae']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c2c7056bbd5321:0xe44078857ebab217?authuser=-1&hl=en&gl=us
Roseboro Hotel,"Roseboro Hotel, 205 Main St, Sharon Springs, NY 13459",42.7949103,-74.61818389999999,Hotel,0x89dea1b808c5ce39:0x742410d5cff34445,,4.7,15,,,{},,"['0x89dea1b7d7121707:0x842ff9dd66c0544c', '0x89dea1b638bedc35:0x39659cf9c20d9dc6', '0x89dea1b7e5afffff:0x6c6a76cfe9bcd423', '0x89dea1c806879933:0x6d8b6f363633fccc']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x89dea1b808c5ce39:0x742410d5cff34445?authuser=-1&hl=en&gl=us
The Chautauqua Chalet,"The Chautauqua Chalet, 4323 Chautauqua-Stedman Rd, Mayville, NY 14757",42.1870862,-79.478437,Hotel,0x882d51bae7ea23c3:0x90ef9e4aac91078c,,5.0,2,,,{},,"['0x882d521c0ac2bb29:0x2672adabd473ba3d', '0x882d4fab0d57680f:0xeef777abfef417e1', '0x882d4e184a93344f:0x3b1ac8f45dd905c3', '0x882d521ea91aaf97:0x4a26785bed7c6c7b']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x882d51bae7ea23c3:0x90ef9e4aac91078c?authuser=-1&hl=en&gl=us
Peninsula Hotel,"Peninsula Hotel, 700 5th Ave, New York, NY 10019",40.761626,-73.9754746,Hotel,0x89c258fa4bad1a3d:0x36dd0a0095bae542,,4.8,14,,,{},,"['0x89c2592d5a1d2655:0x2878c04f5cbf81f5', '0x89c259b896c0cab1:0x6d69f0a0030561a4', '0x89c259a411386411:0x588aeb4dd1b758b5']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c258fa4bad1a3d:0x36dd0a0095bae542?authuser=-1&hl=en&gl=us
Waterman Hill Guest House,"Waterman Hill Guest House, 5295 Co Rd 27, Canton, NY 13617",44.547082,-75.1039827,"Bed & breakfast, Guest house, Hotel",0x4cccf5133c7defe9:0x48e538d87ec43826,,4.9,8,,,{},,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x4cccf5133c7defe9:0x48e538d87ec43826?authuser=-1&hl=en&gl=us
The Guest Home,"The Guest Home, 34 Pierrepont Ave #2111, Potsdam, NY 13676",44.66505,-74.97907219999999,"Guest house, Bed & breakfast, Group accommodation, Hotel",0x4ccc60c349fde51d:0xdcdddd3ac2390284,"Relaxed guesthouse in an 1800s home featuring warm rooms & a garden, plus a lounge with a fireplace.",5.0,7,,,{},,"['0x4ccc60c6dbe816c3:0x27c63c012a9f6c85', '0x4ccc60c54faea7ff:0xd56561d5f5715ac1', '0x4ccc60b7f5a58ff1:0x86b9784dd1e5a89f', '0x4ccc5fa2604042ff:0x68a9548ce598bf90', '0x4ccc5e225bfe4df7:0x467d3bf02161b597']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x4ccc60c349fde51d:0xdcdddd3ac2390284?authuser=-1&hl=en&gl=us
Hotel de Gramps,"Hotel de Gramps, 28 Buena Vista Ave, Queensbury, NY 12804",43.328703,-73.7084579,Hotel,0x89dfcef0ec995643:0x5288c2f089b42ebd,,3.6,7,,,{},,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89dfcef0ec995643:0x5288c2f089b42ebd?authuser=-1&hl=en&gl=us
The Plaza Hotel,"The Plaza Hotel, 1588 Broadway, New York, NY 10036",40.7598172,-73.984692,Hotel,0x89c25855dc57ce93:0x48cdcc44c56b2d30,"Elegant, iconic hotel offering refined rooms & suites, plus a champagne bar, afternoon tea & a spa.",4.5,17,,,{},,"['0x89c258f07d5da561:0x61f6aa300ba8339d', '0x89c258549b7f54d5:0x489dc8e7445a64cd', '0x89c2585643332b7d:0x385aa4b3d671d5d', '0x89c259a5d8882a35:0xae8098a009d237a8']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c25855dc57ce93:0x48cdcc44c56b2d30?authuser=-1&hl=en&gl=us
Graduate Roosevelt Island,"Graduate Roosevelt Island, 22 N Loop Rd, New York, NY 10044",40.756368,-73.9556302,Hotel,0x89c258dea0149fbd:0xcde930e32153cf2b,,4.9,8,,,{},,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c258dea0149fbd:0xcde930e32153cf2b?authuser=-1&hl=en&gl=us
Town and Country II,"Town and Country II, 4360 Boulder Hwy, Las Vegas, NV 89121",36.1250989,-115.0797689,Hotel,0x80c8db27a47f9527:0xee444626c300384,,3.4,48,,,{},,"['0x80c8dadef653932b:0x70cc5fd8c471df47', '0x80c8dae7c8af7bb7:0xe1830637bdb8a89e', '0x80c8c366ddf87ed7:0xf1fe04dd58a19382', '0x80c8db2f5c783f1b:0x80246d56ea157947', '0x80c8d09a0955cf25:0xad5c9daeb6ee6a77']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c8db27a47f9527:0xee444626c300384?authuser=-1&hl=en&gl=us
La Jolla Inn,"La Jolla Inn, 1110 Prospect St, La Jolla, CA 92037",32.84826,-117.27402,"Hotel, Sports bar",0x80dc03fb85869e47:0xa906fb71969ce64a,"Simple rooms & suites, many with ocean views, plus a furnished sundeck & a convenience store.",3.2,45,,,{},,"['0x80dc03e34b67adc1:0xa9dd0232636970cc', '0x80dc03e52e3ed7cf:0x4d515dc79bb5ced5', '0x80dc0151c7c36d0f:0x75af4958bdcb1040', '0x80dc03faaa67eacb:0xc76cf59d8b2f259a']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80dc03fb85869e47:0xa906fb71969ce64a?authuser=-1&hl=en&gl=us
Hotel El Cid Palm Springs,"Hotel El Cid Palm Springs, 526 S Camino Real, Palm Springs, CA 92264",33.8153114,-116.5382799,Hotel,0x80db1b64a2d39fe5:0xcfe5ac530ba71d3f,,5.0,8,,,{},,"['0x80db1bb97664794d:0x4af047dbb71e8d8d', '0x80db1baacfc45e9f:0xc658ebe1d3f3061e', '0x80db1baa0da145ed:0x2669bd6162e682db']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80db1b64a2d39fe5:0xcfe5ac530ba71d3f?authuser=-1&hl=en&gl=us
Motel 6 Castroville - Monterey CA,"Motel 6 Castroville - Monterey CA, 10341 Merritt St, Castroville, CA 95012",36.7684857,-121.7612552,"Motel, Hotel",0x808e07089c7fa9df:0xe24522ea70df8925,"Colorful, straightforward rooms in an unpretentious motel featuring complimentary Wi-Fi.",3.8,98,,,{},,"['0x808e070884eaca15:0x117b306679a84992', '0x808e07af2b9e5e7b:0xca41303305ac1d64', '0x808e070ebe7cb283:0x67cd85f744dffefb', '0x808e04e73832cdcb:0x3d103c61c76213e3']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x808e07089c7fa9df:0xe24522ea70df8925?authuser=-1&hl=en&gl=us
The Senator Hotel,"The Senator Hotel, 519 Ellis St, San Francisco, CA 94109",37.7843344,-122.4148782,Hotel,0x808580905d293555:0x9b63c95011e6b4bc,,3.7,18,,,{},,"['0x808580845eaece7d:0x8c080b82a7532813', '0x8085808e1bbecc07:0x986155fb1ca6dd', '0x808580900d8c3f41:0x86cb7f714f813d91', '0x80858096d86df5a3:0xcf9b449444c92051']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x808580905d293555:0x9b63c95011e6b4bc?authuser=-1&hl=en&gl=us
USCG TRACEN Petaluma Guest Lodging,"USCG TRACEN Petaluma Guest Lodging, The HUB, 599 Tomales Rd, Petaluma, CA 94952",38.2500329,-122.7945878,Hotel,0x8085cb5aba0decab:0x6088aa1328702cbf,,4.4,28,,,{},,"['0x8085cb53cb28b967:0x7a4d755daa11ab92', '0x8085cb448ac00001:0x31d521fc8eae69a2', '0x8085cb53ca3d43a5:0x4c4ff4ea5b2863f0', '0x8085cb5aab142815:0x6eeece9feae0334e', '0x8085a29fbd835d05:0xa78c3baeb43a0d87']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x8085cb5aba0decab:0x6088aa1328702cbf?authuser=-1&hl=en&gl=us
Tamarack Lodge,"Tamarack Lodge, Mammoth Lakes, CA 93546",37.6307692,-119.0326342,Hotel,0x80960d2646f49e0d:0xae81a14305b683a,,4.8,8,,,{},,"['0x80960cf36c283421:0xbde00a796895c83', '0x80960dbb68ee1b83:0x83fa3b8fa9ac59a6', '0x80960c524920dd11:0x4d2a5a82385c2b00', '0x80960dc9eb5f9fb9:0xaa829f051da2143', '0x80960e8207ff3c47:0x4917c23da7181f46']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80960d2646f49e0d:0xae81a14305b683a?authuser=-1&hl=en&gl=us
The Verdera Suites Club,"The Verdera Suites Club, 1875 Ladera Dr, Lincoln, CA 95648",38.8557089,-121.2453438,Hotel,0x809b186678ce607d:0xcd97e6aa840d467d,,3.0,2,,,{},,"['0x809b1f1db5c3d4f5:0x117b8bbcd446eee0', '0x809b3d2a4b143be7:0x920d83561b62c0fa', '0x809b1f052df3e225:0x3bb46594b43dd416', '0x809b21876c51155d:0xac0754721cc78794', '0x809b218f53200413:0xb1688fdb34980d2']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x809b186678ce607d:0xcd97e6aa840d467d?authuser=-1&hl=en&gl=us
"Summit Reservations, Inc.","Summit Reservations, Inc., 3253 Meridian Blvd, Mammoth Lakes, CA 93546",37.6488987,-118.9721485,Hotel,0x80960c4d8cdc2e21:0x801d34d83997abe1,"Individually decorated condos with kitchens & fireplaces, plus outdoor pools & tennis courts.",2.3,3,,,{},,"['0x80960db0f39eeee9:0x4c256cc63349b737', '0x80960c32f5f5582d:0xec6384f67ced6a5d', '0x80960da779cd1397:0x88823e68399757d5', '0x80960c4d937c9ed9:0x993160532fb53e9c']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80960c4d8cdc2e21:0x801d34d83997abe1?authuser=-1&hl=en&gl=us
Edge 'o' town motel,"Edge 'o' town motel, 503 W Athens Blvd, Los Angeles, CA 90044",33.921229499999995,-118.2832678,Hotel,0x80c2ca113e134b85:0xd87a46d07124684,,3.0,68,,,{},,"['0x80c2ca10ce80c41f:0x4386c076ad47267e', '0x80c2b673d6ed0b35:0x45c5eda7d4518a14', '0x80c2ca0c12bae2cb:0x1c22fe4d14f083c9', '0x80c2b67b28fac8b1:0xeb08f0c02e960133', '0x80c2c83bc6afdcad:0xf95762219a9f32a8']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2ca113e134b85:0xd87a46d07124684?authuser=-1&hl=en&gl=us
Los Angeles Marriott Downtown,"Los Angeles Marriott Downtown, 333 S Figueroa St, Los Angeles, CA 90071",34.0550246,-118.2554539,Hotel,0x80c2c7ad7f6c01f3:0xf8a04b652be08d56,,2.3,4,,,{},,"['0x80c2c737566fa32b:0x41633461b8e4fa21', '0x80c2c7b41eff1a99:0x3a83d8d3962f288e', '0x80c2c7b7879a3c6d:0x2eb8fb94bd725b1a', '0x80c2bbd2a30137f1:0x5924eb4dcfb84a53']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2c7ad7f6c01f3:0xf8a04b652be08d56?authuser=-1&hl=en&gl=us
Haiyi Hotels,"Haiyi Hotels, 121 7th St, San Francisco, CA 94103",37.7789058,-122.4099046,Hotel,0x808580839dffab43:0xc2ca4ccaca3a0ece,,3.2,6,,,{},,"['0x808f7e23b0c19677:0x4e39df4cef64bb68', '0x80858079b7a534a1:0xcf03d949dfb4b8cb', '0x8085809c96500e0b:0x8bcd843d2e00e690']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x808580839dffab43:0xc2ca4ccaca3a0ece?authuser=-1&hl=en&gl=us
Tortuga Del Sol,"Tortuga Del Sol, 715 E San Lorenzo Rd, Palm Springs, CA 92264",33.8090792,-116.5411471,Hotel,0x80db1b0c4d6bfc3b:0xf6a1bdc78f3b69ad,"Laid-back clothing-optional hotel for gay men with a heated pool & a hot tub, plus free breakfast.",4.8,66,,,{},,"['0x80db1b74dd912885:0x66f6705ffdccb946', '0x80db1b7496d6370b:0x2545f23ad3fe51c8', '0x80db1b74c1c72c19:0x1e720900ded6c21c', '0x80db1b0c5229b141:0x53e625e2003822bb']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80db1b0c4d6bfc3b:0xf6a1bdc78f3b69ad?authuser=-1&hl=en&gl=us
Los Alamos Roadhouse,"Los Alamos Roadhouse, 233 St Joseph St, Los Alamos, CA 93440",34.7436435,-120.2816473,Hotel,0x80ec044f6abf78b3:0x720c6fa752f2ae41,,5.0,5,,,{},,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80ec044f6abf78b3:0x720c6fa752f2ae41?authuser=-1&hl=en&gl=us
The Gateway Hotel,"The Gateway Hotel, 101 Stone St, Copperopolis, CA 95228",37.9723398,-120.6517739,Hotel,0x8090ed8ca616385f:0x911f46844093372d,,4.9,8,,,{},,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8090ed8ca616385f:0x911f46844093372d?authuser=-1&hl=en&gl=us
Public restroom on Ventura beach,"Public restroom on Ventura beach, 1140 S Seaward Ave, Ventura, CA 93001",34.2630525,-119.2736114,Hotel,0x80e9ad28c0936f43:0xf3197ff840a1805e,,3.5,15,,,{},,"['0x80e9acd8c2c1af0f:0xbea8344124f7e834', '0x80e915b2a34201ab:0xa3f9c4f1525190f5', '0x80e9adfc91553d9d:0x829bc76d9c9b4654', '0x80e852d04954728f:0x83e9e5a3f16ee1d']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80e9ad28c0936f43:0xf3197ff840a1805e?authuser=-1&hl=en&gl=us
FORT MACARTHUR INN,"FORT MACARTHUR INN, San Pedro, CA 90731",33.7219064,-118.2866268,Hotel,0x80dd37ce398b8fe1:0x70d729df45044286,,4.6,8,,,{},,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80dd37ce398b8fe1:0x70d729df45044286?authuser=-1&hl=en&gl=us
Rodeway Inn & Suites,"Rodeway Inn & Suites, 455 Wake Ave, El Centro, CA 92243",32.77068,-115.553636,"Hotel, Motel",0x80d766c51b13205f:0xe2086ac95b87a277,Down-to-earth quarters in a casual budget hotel offering free breakfast & an outdoor pool.,3.4,53,,,{},,"['0x80d767e4ea990c1d:0xc6f10366871ea937', '0x80d766db63b3819f:0x77dc4e5690a9cc58', '0x80d7612ba0f70319:0x7900d68e12985c1', '0x80d766c4d4ef02fb:0xed4fde0f7d60d99', '0x80d76734a44ba753:0x2872d996d79d6698']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80d766c51b13205f:0xe2086ac95b87a277?authuser=-1&hl=en&gl=us
LA 한인 민박 팜츄리 게스트 하우스 (카톡 : jongok0420 / 인스타그램 : palmtreehousela),"LA 한인 민박 팜츄리 게스트 하우스 (카톡 : jongok0420 / 인스타그램 : palmtreehousela), 1241 S Bronson Ave, Los Angeles, CA 90019",34.048787,-118.325168,"Travellers lodge, Guest house, Hostel, Hotel, Lodge, Motel, Homestay",0x80c2b8f572e6ad45:0xa34f2aab2893434f,,4.9,166,,,{},,"['0x80c2b88d229217a3:0x5bef733450c9a8e7', '0x80c2b8f56c490435:0xaeab9c0a7258dab', '0x80c2c7801774a84b:0xc485276d373a754', '0x80c2b88991a26153:0x2dee0983331ad1a6']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2b8f572e6ad45:0xa34f2aab2893434f?authuser=-1&hl=en&gl=us
San Benito Inn,"San Benito Inn, 660 San Felipe Rd, Hollister, CA 95023",36.8661028,-121.4023241,Hotel,0x8091f7b572b60379:0xf289b28c87a5d6d2,"Straightforward property with free WiFi, breakfast & parking, plus an outdoor pool.",4.0,118,,,{},,"['0x8091f7cc92c7f1b7:0xf96ebdf89a8829b', '0x8091f7b573b00001:0x5524e83e0a1f0852', '0x8091f7b569c84505:0xb8c31b299304723f', '0x8091f7ca385a986f:0xa0298838a0f5a36e', '0x8091f8d3c50b9be3:0xbac58b38c2f4819c']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x8091f7b572b60379:0xf289b28c87a5d6d2?authuser=-1&hl=en&gl=us
Las Palmas Motel,"Las Palmas Motel, 3412 Cajon Blvd, Muscoy, CA 92407",34.1553393,-117.3339734,Hotel,0x80c3523cf3ce5315:0x1ab6a9c167ed0b34,,4.0,15,,,{},,"['0x80c3530168b6729f:0xddbb457598a4c6ee', '0x80c352215b76654b:0xae54b1b4d84ecbcc', '0x80c34d62852c07cf:0xed294cd08e252353', '0x80dcb3c81c51c717:0xf0512da153a3070d', '0x80c35301e46b9e4d:0x9c6a58ad2fd23dc8']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c3523cf3ce5315:0x1ab6a9c167ed0b34?authuser=-1&hl=en&gl=us
Idiwilld,"Idiwilld, 101-125 W Florida Ave, Hemet, CA 92543",33.7475203,-116.9719684,Hotel,0x80db6f4f8aa96d61:0x3c4ccac4b953add2,,5.0,1,,,{},,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80db6f4f8aa96d61:0x3c4ccac4b953add2?authuser=-1&hl=en&gl=us
Archbishop's Mansion,"Archbishop's Mansion, 1000 Fulton St, San Francisco, CA 94117",37.7776985,-122.4336395,Hotel,0x808580baceca266f:0x275a1fbded7c99a2,,4.0,16,,,{},,"['0x808581c2f76f6fbd:0x3717a6870c204103', '0x808580b013f9da43:0x5cce41ff1186064e', '0x808580c3f9d8d66b:0x273ed089e7bfd79b', '0x80858182d9d17af3:0xe83751a30be08898']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x808580baceca266f:0x275a1fbded7c99a2?authuser=-1&hl=en&gl=us
Cree Estate,"Cree Estate, 67698 Carey Rd, Cathedral City, CA 92234",33.7919543,-116.4803212,Hotel,0x80db1ccda773aca3:0x9395ef99f7082331,,4.6,24,,,{},,"['0x80db1c7fa5432ffd:0xe1cf76882c8a6f8d', '0x80db1baf97a8eaf1:0x6dc7f5a56481957d']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80db1ccda773aca3:0x9395ef99f7082331?authuser=-1&hl=en&gl=us
Briana Arteaga,"Briana Arteaga, 721 County Hwy J7, Atwater, CA 95301",37.3628205,-120.5772839,Hotel,0x80916bb19c40051f:0x2d9e3cee1c732597,,3.0,1,,,{},,"['0x80916b78a06e357f:0x8d969758342ae524', '0x80916b78cae9f2d3:0x4fbe8b47b6138af4', '0x8091431595971401:0x6f9e6bf6c4e9fc25', '0x8091425ed2ebb1bb:0x5003417770147dd4', '0x80914345f534f657:0xb653bfc82425ac91']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80916bb19c40051f:0x2d9e3cee1c732597?authuser=-1&hl=en&gl=us
Deep in the city Homestay,"Deep in the city Homestay, 1940 Tiburon Ct, Rowland Heights, CA 91748",33.9842069,-117.9087294,Hotel,0x80c32a899f9a6641:0xfd712c161f2ef739,,3.8,6,,,{},,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c32a899f9a6641:0xfd712c161f2ef739?authuser=-1&hl=en&gl=us
Prentice Hotel,"Prentice Hotel, 1014 E 7th St, Los Angeles, CA 90021",34.0383077,-118.2436062,Hotel,0x80c2c630342fd103:0xd665df186c94bdf3,,4.2,8,,,{},,"['0x80c2c63a9edc3e21:0x543989e2d1d5bc46', '0x80c2c636874694e9:0xffea7b2b955992b0', '0x80c2c631b330da4d:0x2c9b1d03a44f7812', '0x80c2c630f21daa71:0x20515f9f000b3ebe', '0x80c2c6302f86bdb7:0x5160ba6e341675b6']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2c630342fd103:0xd665df186c94bdf3?authuser=-1&hl=en&gl=us
The Carlton Hotel,"The Carlton Hotel, 534 Wall St, Los Angeles, CA 90013",34.0439416,-118.2463199,Hotel,0x80c2c636865e24d5:0x452e9ddac79df647,,3.1,7,,,{},,"['0x80c2c636874694e9:0xffea7b2b955992b0', '0x80c2c63684695555:0x6f501962e0b3f477', '0x80c2c7b97afee08f:0x313803c2b58cc9ff', '0x80c2c636f30e0a27:0x2744ad4331c12d76']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2c636865e24d5:0x452e9ddac79df647?authuser=-1&hl=en&gl=us
El Patio Hotel,"El Patio Hotel, 167 S Palm St, Ventura, CA 93001",34.278716,-119.296544,Hotel,0x80e9acedf625d775:0xcef53c237f092e54,,4.0,15,,,{},,"['0x80e9ace16eae018f:0x7d4d7e94514b6673', '0x80e9ad2895ec3801:0x662a1378f8f972f7', '0x80e9acf1b5780561:0x93421a3764f9c9ec', '0x80e9acee16ed5de5:0x4ec10cf89dee7f36', '0x80e9ace4fe53f1b1:0x9999e0b773a90d8c']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80e9acedf625d775:0xcef53c237f092e54?authuser=-1&hl=en&gl=us
NGIS Bldg. 1523,"NGIS Bldg. 1523, Coronado, CA 92118",32.6948544,-117.1985123,Hotel,0x80deac97ed4c5a59:0xe35bf3086752225b,,4.3,8,,,{},,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80deac97ed4c5a59:0xe35bf3086752225b?authuser=-1&hl=en&gl=us
Super 8 Westminster CA/Huntington Beach Area,"Super 8 Westminster CA/Huntington Beach Area, 15559 Beach Blvd, Westminster, CA 92683",33.7362468,-117.9898911,"Hotel, Inn, Lodge",0x80dd2646b527dfe9:0x3a5eafac9b8e3e00,"Traditional lodging with free continental breakfast, parking & Wi-Fi, plus an outdoor pool.",4.0,65,,,{},,"['0x80dd263f3084b195:0x22b110b60f4bbf86', '0x80dd264148b2648b:0x31df562da1b9f149', '0x80dd263ece4175f3:0xdf12ac3d0cc57e64', '0x80dd28971a05a377:0x5b3e4ea6d8659126', '0x80dd26e9fe0f61ab:0xa1c10f58b32ea81c']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80dd2646b527dfe9:0x3a5eafac9b8e3e00?authuser=-1&hl=en&gl=us
Econo Lodge,"Econo Lodge, 150 E Elm St, Bishop, CA 93514",37.3655789,-118.3943605,"Motel, Hotel",0x80be16001823aa53:0x444289109c41a96b,"Warm rooms in a low-key hotel featuring a seasonal outdoor pool, a picnic area & free breakfast.",3.9,27,,,{},,"['0x80be160005deb04d:0x1255fdb581d42c26', '0x80be1600338416c1:0x7966ff494bdac8b7', '0x80be3df848d3335f:0x3432f0587e344f2d', '0x80be3e0757c10869:0x65d527f90aaf1691', '0x80be1600189abbb3:0x9bd51d060b7463c1']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80be16001823aa53:0x444289109c41a96b?authuser=-1&hl=en&gl=us
Meadowview Cabin YMCA,"Meadowview Cabin YMCA, 322 Mineral Rd, Estes Park, CO 80517",40.3433691,-105.5769175,Hotel,0x876965b7937f711f:0x3829c040adc4b211,,5.0,2,,,{},,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x876965b7937f711f:0x3829c040adc4b211?authuser=-1&hl=en&gl=us
Comfort Inn,"Comfort Inn, 1251 N Harbor Blvd, Anaheim, CA 92801",33.8527778,-117.9247222,Hotel,0x80dd29fd8a304a69:0xbb163b6a6b0e280e,,3.0,48,,,{},,"['0x80dd296a3975c493:0xc1ea5840661d71e4', '0x80dd296a3ac4e411:0xa568c7e7be8b4b57']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80dd29fd8a304a69:0xbb163b6a6b0e280e?authuser=-1&hl=en&gl=us
The Rose Hotel Venice,"The Rose Hotel Venice, 15 Rose Ave, Venice, CA 90291",33.9950997,-118.480081,Hotel,0x80c2bace9a3c341f:0x3b8cceb8a988e1a6,"Down-to-earth rooms (some with shared bathrooms) in a low-key, chic hotel with free Wi-Fi.",4.4,96,,,{},,"['0x80c2bace9e7daf61:0x767b75f0b1aad28b', '0x80c2bab9a5432ddb:0xe2f0192a712d733f', '0x80c2bac817d2ae45:0x7d8dbab98bd8833b', '0x80c2ba91ae9e2125:0xb33dc2151a37475e', '0x80c2bab9b473b88b:0x58cf68be60e0f119']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2bace9a3c341f:0x3b8cceb8a988e1a6?authuser=-1&hl=en&gl=us
